Log file store in ,/logs/log_Chi2_100_19,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
69	5	CORR	99	1,0	1,0	0,7741935483870968	0,8726666666666666	39,962377309799194

Log file store in ,/logs/log_CORR_10_19,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
19	1	ALL	4635	1,0	0,9999999999999999	0,7707006369426752	0,8867771280051981	2,2044219970703125
19	2	ALL	4635	1,0	1,0	0,7707006369426752	0,856156595191683	2,1831533908843994
19	3	ALL	4635	1,0	1,0	0,8580645161290322	0,9283333333333333	2,1962156295776367
19	4	ALL	4635	1,0	1,0	0,8580645161290322	0,9330833333333333	2,2293877601623535
19	5	ALL	4635	1,0	1,0	0,8	0,8910833333333333	2,1347620487213135

19	1	CORR	9	1,0	1,0	0,6878980891719745	0,7065464587394412	36,728673696517944
19	2	CORR	9	1,0	1,0	0,6815286624203821	0,7061403508771928	36,73200273513794
19	3	CORR	9	1,0	1,0	0,6451612903225806	0,714	36,86215305328369
19	4	CORR	9	1,0	1,0	0,6709677419354839	0,6784166666666667	36,85958003997803
19	5	CORR	9	1,0	1,0	0,6903225806451613	0,7078333333333333	36,815247774124146

Log file store in ,/logs/log_CORR_10_42,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
42	1	ALL	4635	1,0	1,0	0,7770700636942676	0,8927063027940221	2,372321605682373
42	2	ALL	4635	1,0	1,0	0,7643312101910829	0,8591617933723197	2,3029446601867676
42	3	ALL	4635	1,0	1,0	0,8387096774193549	0,9237500000000001	2,378448724746704
42	4	ALL	4635	1,0	1,0	0,8129032258064516	0,9195	2,380452871322632
42	5	ALL	4635	1,0	1,0	0,8064516129032258	0,9043333333333333	2,29585599899292

42	1	CORR	9	1,0	1,0	0,6815286624203821	0,6855100714749838	39,46753454208374
42	2	CORR	9	1,0	1,0	0,6815286624203821	0,7068713450292397	39,63528037071228
42	3	CORR	9	1,0	1,0	0,6129032258064516	0,6919166666666666	39,789737701416016
42	4	CORR	9	1,0	1,0	0,6129032258064516	0,6634166666666667	39,756345987319946
42	5	CORR	9	1,0	1,0	0,6903225806451613	0,7011666666666667	39,71927332878113

Log file store in ,/logs/log_CORR_10_69,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
69	1	ALL	4635	1,0	1,0	0,7898089171974523	0,8841780376868096	2,3455183506011963
69	2	ALL	4635	1,0	1,0	0,7452229299363057	0,8620045484080571	2,3275160789489746
69	3	ALL	4635	1,0	1,0	0,864516129032258	0,9381666666666667	2,3144710063934326
69	4	ALL	4635	1,0	1,0	0,7806451612903226	0,9148333333333334	2,403033971786499
69	5	ALL	4635	1,0	1,0	0,7612903225806451	0,8898333333333334	2,3632569313049316

69	1	CORR	9	1,0	1,0	0,6687898089171974	0,6801494476933073	39,58380651473999
69	2	CORR	9	1,0	1,0	0,7197452229299363	0,7240090968161144	39,573445558547974
69	3	CORR	9	1,0	1,0	0,6645161290322581	0,7238333333333333	39,71571087837219
69	4	CORR	9	1,0	1,0	0,6580645161290323	0,6624166666666667	39,69447875022888
69	5	CORR	9	1,0	1,0	0,6774193548387096	0,7072499999999999	39,69757556915283

Log file store in ,/logs/log_CORR_200_19,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
19	1	ALL	4635	1,0	1,0	0,7770700636942676	0,8711013645224172	2,2668371200561523
19	2	ALL	4635	1,0	1,0	0,7579617834394905	0,8483593242365172	2,230109214782715
19	3	ALL	4635	1,0	1,0	0,864516129032258	0,9319166666666666	2,296191453933716
19	4	ALL	4635	1,0	1,0	0,8193548387096774	0,9295833333333333	2,314490556716919
19	5	ALL	4635	1,0	1,0	0,8	0,9079999999999999	2,3012735843658447

19	1	CORR	199	1,0	1,0	0,6942675159235668	0,7975958414554905	39,864423513412476
19	2	CORR	199	1,0	1,0	0,7261146496815286	0,8096978557504872	39,84392428398132
19	3	CORR	199	1,0	0,9999999999999999	0,8258064516129032	0,9185	40,00024604797363
19	4	CORR	199	1,0	1,0	0,7935483870967742	0,8784166666666667	39,98344326019287
19	5	CORR	199	1,0	1,0	0,7806451612903226	0,88	39,96380162239075

Log file store in ,/logs/log_CORR_200_42,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
42	1	ALL	4635	1,0	0,9999999999999999	0,7770700636942676	0,8796296296296298	2,160649538040161
42	2	ALL	4635	1,0	1,0	0,7579617834394905	0,8433235867446394	2,162701368331909
42	3	ALL	4635	1,0	1,0	0,8516129032258064	0,9285	2,2212538719177246
42	4	ALL	4635	1,0	1,0	0,8064516129032258	0,921	2,2078707218170166
